"id","date","uri","uri_lvl_0","uri_lvl_1","uri_title","session_key"
27987,2025-02-04 22:55:58.749 +0700,http://yudopr.dev/blog/menganalisis-data-dari-tiktok/,blog,menganalisis-data-dari-tiktok,Menganalisis Data dari TikTok (Analyzing Data from TikTok),zh8acjal90uv3vscplkl4u7q0056e4j1
27986,2025-02-04 22:26:42.454 +0700,http://yudopr.dev/blog/belajar-sql/,blog,belajar-sql,Belajar SQL (Learn SQL),ep7wr1sf8hh0lg3zyack0z6awpxrn906
27985,2025-02-04 19:52:16.346 +0700,http://yudopr.dev/,home,,Home,ioyq2pssyp022uhozm4fuk66fpgyq03o
27984,2025-02-04 19:05:12.796 +0700,http://yudopr.dev/blog/mengambil-data-tiktok-dengan-python/,blog,mengambil-data-tiktok-dengan-python,Mengambil Data TikTok dengan Python (Fetching TikTok Data in Python),gipxt710uz1ohtvru3omcnx4zgszwfag
27983,2025-02-04 18:43:40.689 +0700,http://yudopr.dev/,home,,Home,"4wtbmqzns65dnzshovbbgzayu59v50m2"
27982,2025-02-04 18:18:05.603 +0700,http://yudopr.dev/,home,,Home,"141bfclflak3v00deuvffyfeu5xln2j9"
27981,2025-02-04 18:06:11.753 +0700,http://yudopr.dev/chosen.php/?p=,"404",,Halaman tidak ditemukan,xf0ztehvjifcyl8lbeql98244bdqi2gx
27980,2025-02-04 17:52:54.179 +0700,http://yudopr.dev/,home,,Home,eo029le4w5hasam2vfa2t8hik34crj31
27979,2025-02-04 17:52:53.592 +0700,http://yudopr.dev/,home,,Home,gfxjfe8yaf42g7xnpnb0zeqt95zyd71u
27978,2025-02-04 17:52:52.397 +0700,http://yudopr.dev/,home,,Home,c4rq632d2crdzqwnuo66heomcwafu7zh
27977,2025-02-04 16:02:29.723 +0700,http://yudopr.dev/blog/koleksi-dataset/,blog,koleksi-dataset,Koleksi Dataset (Dataset and Database Collections),h3m6mxq2iyz8ld3eh8bybkh6u8xacx4a
27976,2025-02-04 16:02:18.555 +0700,http://yudopr.dev/,home,,Home,xtny9ihp8tc73gomuvkl44fagjxntqgq
27975,2025-02-04 16:02:10.401 +0700,http://yudopr.dev/blog/belajar-sql/,blog,belajar-sql,Belajar SQL (Learn SQL),"8odzvviq6r5lb3jbi7dfnl5dw7g7kjlm"
27974,2025-02-04 16:01:57.892 +0700,http://yudopr.dev/blog/,blog,,,wew74hdfgtkrwi20xy677ga6jx4sjnus
27973,2025-02-04 16:01:41.593 +0700,http://yudopr.dev/latihan-matematika/,latihan-matematika,,Latihan Matematika,kalk6kxqbm140o6lehb6ekao296rte1p
27972,2025-02-04 16:01:32.882 +0700,http://yudopr.dev/,home,,Home,"1amg9pxvhhvt3d9vwxd3k4f3yz48llqs"
27971,2025-02-04 13:40:36.492 +0700,http://yudopr.dev/,home,,Home,jdj5cm3wt19nm8ggkd73l4d5domqui9f
27970,2025-02-04 13:26:34.791 +0700,http://yudopr.dev/,home,,Home,cx3pu6mkue2qg93d432dkka98zt2vstc
27969,2025-02-04 12:51:16.955 +0700,http://yudopr.dev/blog/,blog,,,e0c50poe0n2l6logfkvpwflkujgcsp4d
27968,2025-02-04 11:43:06.700 +0700,http://yudopr.dev/,home,,Home,irprzanhvaudpsogkcop0fa4wv93x1jl
27967,2025-02-04 10:44:09.940 +0700,http://yudopr.dev/,home,,Home,qcchx7z6sg5fa9s5xxzb0n65r2ljz86q
27966,2025-02-04 10:34:50.099 +0700,http://yudopr.dev/,home,,Home,iuz1t7ui17i2sze59ezxadlw72gqhzsv
27965,2025-02-04 10:11:31.159 +0700,http://yudopr.dev/blog/ukuran-pemusatan-data/,blog,ukuran-pemusatan-data,Ukuran Pemusatan Data (Central Tendency),"16cza1272ca0xerocry59xxhhs5u0w08"
27964,2025-02-04 08:43:09.941 +0700,http://yudopr.dev/,home,,Home,o7ik6exjmiw8l20559f94t46l9l3siva
27963,2025-02-04 06:45:42.882 +0700,http://yudopr.dev/files/,"404",,Halaman tidak ditemukan,a0qwiq2k5vljddrp79d3dhr6tqjm2gri
27962,2025-02-04 06:45:36.661 +0700,http://yudopr.dev/images/,"404",,Halaman tidak ditemukan,wmpt9an8hmw5u8zd41mja4svyx3wn2oz
27961,2025-02-04 06:45:31.930 +0700,http://yudopr.dev/uploads/,"404",,Halaman tidak ditemukan,w2kd2jlzohvxhwfg3js1qc8xmq6spd2l
27960,2025-02-04 06:45:07.225 +0700,http://yudopr.dev/.well-known/,"404",,Halaman tidak ditemukan,vip0c2fnhgshqnxovfzmnxhrm583748y
27959,2025-02-04 06:42:04.909 +0700,http://yudopr.dev/fi2.php/,"404",,Halaman tidak ditemukan,mi40kvn5dol3y10phwkj9bwry7alo3qk
27958,2025-02-04 06:32:50.513 +0700,http://yudopr.dev/,home,,Home,bint6qnivig51ncnpiusbfw5blr1frgt
27957,2025-02-04 06:32:49.894 +0700,http://yudopr.dev/,home,,Home,ffkrrdqctfhl695iwf4py2vcc101bc86
27956,2025-02-04 06:32:45.753 +0700,http://yudopr.dev/,home,,Home,xk1q5lu13tisqysya4n6jhxcmvlybnfx
27955,2025-02-04 06:32:43.877 +0700,http://yudopr.dev/,home,,Home,rkjjo201dk23euy6rfkrh7vllupcyg11
27954,2025-02-04 06:32:00.845 +0700,http://yudopr.dev/,home,,Home,"12f8d1wy9ufloy1s97rvm4n4wpnfv8xp"
27953,2025-02-04 06:31:59.918 +0700,http://yudopr.dev/,home,,Home,yatz4a588z1c1053c14blu282c8u5l2l
27952,2025-02-04 05:32:33.570 +0700,http://yudopr.dev/blog/,blog,,,qhjh9u4weqf4f4qdq4sidjuludbrjzr4
27951,2025-02-04 05:01:59.815 +0700,http://yudopr.dev/blog/ukuran-pemusatan-data/,blog,ukuran-pemusatan-data,Ukuran Pemusatan Data (Central Tendency),"4ax6ttl1moottv37qdc22crc13ni8lhg"
27950,2025-02-04 05:01:59.006 +0700,http://yudopr.dev/blog/ukuran-pemusatan-data/,blog,ukuran-pemusatan-data,Ukuran Pemusatan Data (Central Tendency),jom1r20jvz01dnh45li5wjtu1euac595
27949,2025-02-04 03:57:11.923 +0700,http://yudopr.dev/blog/belajar-sql/,blog,belajar-sql,Belajar SQL (Learn SQL),n6qyfuq8vd0fap773rhst2j5z1v394ar
27948,2025-02-04 03:57:11.245 +0700,http://yudopr.dev/blog/belajar-sql/,blog,belajar-sql,Belajar SQL (Learn SQL),n6qyfuq8vd0fap773rhst2j5z1v394ar
27947,2025-02-04 03:57:10.148 +0700,http://yudopr.dev/blog/koleksi-dataset/,blog,koleksi-dataset,Koleksi Dataset (Dataset and Database Collections),n6qyfuq8vd0fap773rhst2j5z1v394ar
27946,2025-02-04 03:57:09.525 +0700,http://yudopr.dev/blog/koleksi-dataset/,blog,koleksi-dataset,Koleksi Dataset (Dataset and Database Collections),n6qyfuq8vd0fap773rhst2j5z1v394ar
27945,2025-02-04 03:57:08.368 +0700,http://yudopr.dev/blog/,blog,,,n6qyfuq8vd0fap773rhst2j5z1v394ar
27944,2025-02-04 03:57:07.594 +0700,http://yudopr.dev/,home,,Home,n6qyfuq8vd0fap773rhst2j5z1v394ar
27943,2025-02-04 03:47:24.701 +0700,http://yudopr.dev/,home,,Home,"5zg2cwa4xnnsk0blvsgwilt1q9zu13a7"
27942,2025-02-04 03:22:13.475 +0700,http://yudopr.dev/,home,,Home,"832wdo1ge7lhhbrefgva3a3t660604z9"
27941,2025-02-04 02:51:11.997 +0700,http://yudopr.dev/blog/belajar-sql/,blog,belajar-sql,Belajar SQL (Learn SQL),c9j92d9ygbge9o9222aa91b9ofemnnnf
27940,2025-02-04 01:54:22.384 +0700,http://yudopr.dev/,home,,Home,"299lt2gumk20vcmw0jozdt7p0itgavem"
27939,2025-02-04 01:39:39.323 +0700,http://yudopr.dev/blog/koleksi-dataset/,blog,koleksi-dataset,Koleksi Dataset (Dataset and Database Collections),o6ea2gmi3sm50b8ukzjb7i8d932v9hnl
27938,2025-02-04 00:48:52.214 +0700,http://yudopr.dev/,home,,Home,e8yllu5wcc9mj8b06bwcd6cmt3k4lq1k
27937,2025-02-04 00:19:45.508 +0700,http://yudopr.dev/blog/belajar-sql/,blog,belajar-sql,Belajar SQL (Learn SQL),"4urc5vebj3su57aq2e6utim5tauwrtin"
27936,2025-02-03 23:35:44.423 +0700,http://yudopr.dev/,home,,Home,ejv78hgj894vefurphbudrqnjwtjg8yt
27935,2025-02-03 22:51:50.654 +0700,http://yudopr.dev/,home,,Home,k8z9yjws6ae20ysuj77unwu6sbm9lnik
27934,2025-02-03 21:02:27.104 +0700,http://yudopr.dev/,home,,Home,ubhrhdertys5zko6zpgm7v4c3mb9lkba
27933,2025-02-03 20:03:00.438 +0700,http://yudopr.dev/,home,,Home,tvzztxbt38xx3xxl1scgh4gzwzjk9ocs
27932,2025-02-03 19:26:17.386 +0700,http://yudopr.dev/,home,,Home,wh307p9u61igd3zd5yzvpv01cuiwv7av
27931,2025-02-03 18:47:20.887 +0700,http://yudopr.dev/sitemap_index.xml/,"404",,Halaman tidak ditemukan,"8jf7h1axrknr2arbub88947654otl7b0"
27930,2025-02-03 18:37:55.717 +0700,http://yudopr.dev/,home,,Home,upi5dj1ymylsxorhg0lwlwxntpf1e3af
27929,2025-02-03 17:58:51.623 +0700,http://yudopr.dev/feed/,"404",,Halaman tidak ditemukan,"8llyytxbiqmeccybguqxwfc0ke0mqpg9"
27928,2025-02-03 17:50:32.558 +0700,http://yudopr.dev/sitemap_index.xml/,"404",,Halaman tidak ditemukan,"16njrubqf30eg57cmm7gb9tjqeme614m"
27927,2025-02-03 17:29:31.332 +0700,http://yudopr.dev/,home,,Home,bv7pxq37uykcqkc08q2rswy0510zbsbw
27926,2025-02-03 17:25:54.523 +0700,http://yudopr.dev/,home,,Home,tnuegmqrakik849u63t8a5yurvztrahk
27925,2025-02-03 17:25:53.241 +0700,http://yudopr.dev/,home,,Home,tnuegmqrakik849u63t8a5yurvztrahk
27924,2025-02-03 14:23:39.960 +0700,http://yudopr.dev/admin.php/,"404",,Halaman tidak ditemukan,j9by0j3u21kytjcthtk7yjqqnnu885q5
27923,2025-02-03 14:23:38.814 +0700,http://yudopr.dev/about.php/,"404",,Halaman tidak ditemukan,g85j5yytjh2u7yqujr4bc4ggn368sjjb
27922,2025-02-03 14:23:37.614 +0700,http://yudopr.dev/hoot.php/,"404",,Halaman tidak ditemukan,h1t8kt47bcz712towitibu4qpi833cpr
27921,2025-02-03 14:23:36.220 +0700,http://yudopr.dev/wp.php/,"404",,Halaman tidak ditemukan,"1aa8j4xubjk9vm7dddtq5ur6iq3z43i6"
27920,2025-02-03 14:23:34.114 +0700,http://yudopr.dev/geju.php/,"404",,Halaman tidak ditemukan,mdg9v1tg4c0ukmzhbde4u7ea73uw773b
27919,2025-02-03 13:42:59.758 +0700,http://yudopr.dev/,home,,Home,"914enx266zaijyfon40evw6sell4vkbc"
27918,2025-02-03 12:14:21.456 +0700,http://yudopr.dev/blog/menganalisis-data-dari-tiktok/,blog,menganalisis-data-dari-tiktok,Menganalisis Data dari TikTok (Analyzing Data from TikTok),egg9xkf8nng4qfnf4k7yd953k9o1u6cy
27917,2025-02-03 09:21:50.503 +0700,http://yudopr.dev/admin.php/,"404",,Halaman tidak ditemukan,vfaiml38ue4hxj9i8gnta09pcvaklyx0
27916,2025-02-03 09:21:49.467 +0700,http://yudopr.dev/about.php/,"404",,Halaman tidak ditemukan,"6jscezjljqapdwms3bj9z95f37lizbps"
27915,2025-02-03 09:21:48.405 +0700,http://yudopr.dev/hoot.php/,"404",,Halaman tidak ditemukan,rlnq99eswec8c14cqg944jpx2ejfbc10
27914,2025-02-03 09:21:46.994 +0700,http://yudopr.dev/wp.php/,"404",,Halaman tidak ditemukan,iya12xk34tw62dyrl5zk56fgd8mbm98j
27913,2025-02-03 09:21:45.304 +0700,http://yudopr.dev/geju.php/,"404",,Halaman tidak ditemukan,ldfpd4uma6ewx37qvv28hxz9xi3df3jv
27912,2025-02-03 08:50:53.536 +0700,http://yudopr.dev/,home,,Home,x76rs3hs1vi514tg3k896x7vq6rlmm8o
27911,2025-02-03 07:44:40.846 +0700,http://yudopr.dev/,home,,Home,"1n5fxb62zf3rv4abwmxe9q0n1477a3qx"
27910,2025-02-03 07:09:56.656 +0700,http://yudopr.dev/,home,,Home,"02fkjizrq67ygrayucs1ucd8e6hgaupj"
27909,2025-02-03 06:07:05.348 +0700,http://yudopr.dev/,home,,Home,fti13nvov2h2pte94g24tntu56p9gn37
27908,2025-02-03 06:07:04.070 +0700,http://yudopr.dev/,home,,Home,kdzl5ssrr6shknqkvg7hc7cwpmv3xjoa
27907,2025-02-03 06:07:02.840 +0700,http://yudopr.dev/,home,,Home,kdzl5ssrr6shknqkvg7hc7cwpmv3xjoa
27906,2025-02-03 06:03:08.008 +0700,http://yudopr.dev/,home,,Home,"9asfwi8q7t400eqhdf234lywyh5y74gz"
27905,2025-02-03 05:54:57.309 +0700,http://yudopr.dev/xmlrpc.php/,"404",,Halaman tidak ditemukan,"2uvbazed0q7h13cera01m5v8ue7w1tc0"
27904,2025-02-03 03:13:28.725 +0700,http://yudopr.dev/chosen.php/?p=,"404",,Halaman tidak ditemukan,k5jelzcp0eishugh18juo4cn3imuci2f
27903,2025-02-03 03:03:33.132 +0700,http://yudopr.dev/chosen.php/?p=,"404",,Halaman tidak ditemukan,sawtv7alln5g2c14ynzhsy9owjzrlv92
27902,2025-02-03 02:26:43.792 +0700,http://yudopr.dev/blog/belajar-sql/,blog,belajar-sql,Belajar SQL (Learn SQL),"5e7rrye51c3ny8ywxong62rzs05vqcdi"
27901,2025-02-03 02:26:43.103 +0700,http://yudopr.dev/blog/belajar-sql/,blog,belajar-sql,Belajar SQL (Learn SQL),"5e7rrye51c3ny8ywxong62rzs05vqcdi"
27900,2025-02-03 02:26:41.576 +0700,http://yudopr.dev/blog/koleksi-dataset/,blog,koleksi-dataset,Koleksi Dataset (Dataset and Database Collections),"5e7rrye51c3ny8ywxong62rzs05vqcdi"
27899,2025-02-03 02:26:40.871 +0700,http://yudopr.dev/blog/koleksi-dataset/,blog,koleksi-dataset,Koleksi Dataset (Dataset and Database Collections),"5e7rrye51c3ny8ywxong62rzs05vqcdi"
27898,2025-02-03 02:26:39.322 +0700,http://yudopr.dev/blog/,blog,,,"5e7rrye51c3ny8ywxong62rzs05vqcdi"
27897,2025-02-03 02:26:37.705 +0700,http://yudopr.dev/,home,,Home,"5e7rrye51c3ny8ywxong62rzs05vqcdi"
27896,2025-02-03 02:17:58.382 +0700,http://yudopr.dev/,home,,Home,c43s64810p0r9x4pr7fwk12dle5hrmjs
